CaseId,Evaluation
200001,1.915443e-06
200002,0.00022081405
200003,0.13312478
200004,0.2647975
200005,0.0003597838
200006,0.00024601741
200007,0.07501662
200008,0.009691749
200009,4.7385558e-05
200010,0.11620695
200011,7.301082e-05
200012,0.864683
200013,0.00023540208
200014,0.0009793548
200015,0.2647975
200016,0.023534188
200017,0.7446809
200018,0.00022947106
200019,0.84097815
200020,4.925012e-05
200021,0.0126810055
200022,7.0069276e-05
200023,0.39591345
200024,0.00029688858
200025,0.00029688858
200026,0.00023265711
200027,0.00022024025
200028,9.6127435e-05
200029,0.00011768218
200030,9.657144e-06
200031,7.10064e-05
200032,4.178874e-05
200033,0.97408867
200034,2.3615863e-05
200035,8.605624e-06
200036,0.00739749
200037,0.58893067
200038,6.6586355e-05
200039,2.0354486e-05
200040,2.2256623e-05
200041,5.0541666e-06
200042,0.00018541215
200043,1.7406429e-06
200044,9.385878e-06
200045,0.00030035424
200046,0.005929689
200047,3.0347844e-06
200048,0.0015539624
200049,5.4668467e-06
200050,0.00046664965
200051,0.035212368
200052,0.00023466483
200053,8.117289e-05
200054,4.5037723e-05
200055,2.7575661e-05
200056,0.005929689
200057,1.1779448e-06
200058,7.243972e-05
200059,9.657144e-06
200060,0.3910616
200061,0.37219512
200062,0.7496533
200063,0.98637694
200064,0.01062229
200065,0.028982427
200066,0.6075319
200067,6.267317e-06
200068,5.384436e-05
200069,0.2585355
200070,0.99875534
200071,0.1479308
200072,0.012952653
200073,1.877834e-05
200074,0.74302536
200075,0.0017480387
200076,6.691925e-06
200077,0.006989348
200078,0.00024181887
200079,0.13312478
200080,0.14858405
200081,0.9993709
200082,0.36584386
200083,0.13312478
200084,1.3480457e-06
200085,0.00012884877
200086,0.1479308
200087,0.00036419093
200088,0.2545657
200089,0.36148456
200090,0.022468284
200091,0.0003559069
200092,0.11428846
200093,0.0006263294
200094,0.38504118
200095,0.0012826029
200096,5.0541666e-06
200097,5.393779e-05
200098,0.7446809
200099,0.93088585
200100,1.1593187e-06
200101,4.0929495e-05
200102,9.513657e-06
200103,0.114939556
200104,0.0012766655
200105,7.4286377e-06
200106,8.117289e-05
200107,0.0035474538
200108,0.6262349
200109,9.657144e-06
200110,0.045309473
200111,3.0393834e-05
200112,0.022471974
200113,3.865399e-05
200114,0.0017721105
200115,7.0069276e-05
200116,0.13312478
200117,4.02991e-06
200118,9.657144e-06
200119,0.9944833
200120,0.8576765
200121,0.020223554
200122,0.13312478
200123,0.010573087
200124,0.03871227
200125,6.616411e-05
200126,0.5845459
200127,1.1779448e-06
200128,0.003947555
200129,0.0066830977
200130,0.0010562848
200131,0.9151347
200132,6.267317e-06
200133,0.9996699
200134,7.838921e-05
200135,9.657144e-06
200136,6.076076e-05
200137,0.13312478
200138,0.027038176
200139,0.99146944
200140,1.915443e-06
200141,1.624511e-05
200142,0.00014499477
200143,6.267317e-06
200144,9.657144e-06
200145,0.027497144
200146,0.9976961
200147,6.9307694e-06
200148,0.99637514
200149,1.0342059e-06
200150,0.0047105565
200151,1.6610235e-06
200152,2.7966846e-06
200153,7.46349e-05
200154,5.280559e-05
200155,0.71724725
200156,7.838921e-05
200157,0.99534374
200158,0.0002465963
200159,5.4668467e-06
200160,0.0002622748
200161,0.000993201
200162,0.0018616182
200163,0.79247874
200164,0.7395387
200165,1.6021875e-06
200166,0.0002604319
200167,3.0347844e-06
200168,5.184818e-05
200169,1.1100416e-05
200170,0.00055234414
200171,0.9997099
200172,0.1386777
200173,3.5130866e-05
200174,0.00013380159
200175,1.4074292e-06
200176,1.3480457e-06
200177,0.001884676
200178,0.00022947106
200179,8.314738e-06
200180,0.0006501699
200181,0.015505985
200182,1.6021875e-06
200183,0.13739437
200184,0.12666214
200185,0.11620695
200186,0.02846114
200187,0.008359265
200188,0.37219512
200189,0.14858405
200190,0.13312478
200191,0.11620695
200192,0.0009818691
200193,3.0347844e-06
200194,3.5856036e-05
200195,9.657144e-06
200196,0.102611706
200197,7.838921e-05
200198,3.312474e-05
200199,7.207542e-05
200200,0.00033292372
200201,0.77970445
200202,0.087971404
200203,0.38111514
200204,0.9758956
200205,0.114939556
200206,9.385878e-06
200207,4.845578e-06
200208,4.178874e-05
200209,0.5755808
200210,0.46628714
200211,9.385878e-06
200212,0.0012637266
200213,0.0041148937
200214,0.217454
200215,0.50098777
200216,0.341303
200217,0.00046664965
200218,0.13312478
200219,0.13086304
200220,0.07705105
200221,0.1947689
200222,9.385878e-06
200223,0.47842166
200224,0.38504118
200225,0.37178084
200226,0.11778369
200227,0.17209423
200228,0.15430926
200229,0.9795467
200230,0.00026538764
200231,0.25377154
200232,5.385942e-06
200233,0.00013026042
200234,8.667355e-06
200235,0.709586
200236,0.28101367
200237,0.9998202
200238,5.9517383e-06
200239,8.025989e-06
200240,0.0023104995
200241,0.7446809
200242,0.31807497
200243,0.9250388
200244,0.069625854
200245,0.99983156
200246,0.05623594
200247,0.96463835
200248,1.927688e-06
200249,0.0002068871
200250,0.003571812
200251,0.00063351204
200252,0.0017939406
200253,0.0007813657
200254,0.0001608848
200255,0.90388066
200256,0.088668376
200257,0.38229695
200258,0.0015173156
200259,0.79743403
200260,0.98230976
200261,7.2022135e-06
200262,0.38229695
200263,0.47842166
200264,0.00019822957
200265,0.00031049887
200266,0.114939556
200267,4.02991e-06
200268,2.1846932e-05
200269,0.004887882
200270,0.006473388
200271,0.022169638
200272,2.1254946e-05
200273,3.613628e-05
200274,3.4016317e-05
200275,1.5446029e-06
200276,0.001884676
200277,0.14858405
200278,0.7300296
200279,4.754176e-05
200280,0.010199668
200281,1.7517103e-05
200282,3.826617e-05
200283,0.77186143
200284,0.020145517
200285,0.28617457
200286,8.605624e-06
200287,0.00020953777
200288,5.384436e-05
200289,0.27673343
200290,1.6021875e-06
200291,0.727717
200292,0.014450623
200293,9.657144e-06
200294,3.2389293e-05
200295,9.934845e-05
200296,0.01735743
200297,0.00080078765
200298,3.841828e-05
200299,0.00034140015
200300,0.105708055
200301,0.008362423
200302,0.09357749
200303,0.0034675961
200304,0.77970445
200305,0.0049985293
200306,5.4668467e-06
200307,0.08701415
200308,0.033653725
200309,4.0929495e-05
200310,1.8862049e-05
200311,0.0003559069
200312,0.033930186
200313,5.4904194e-05
200314,2.821104e-05
200315,0.00018257224
200316,4.02991e-06
200317,0.0171
200318,0.23341343
200319,1.7517103e-05
200320,3.0347844e-06
200321,1.7230537e-05
200322,6.691925e-06
200323,0.00026090955
200324,1.9200066e-05
200325,0.24235183
200326,0.85871315
200327,0.017142948
200328,0.00015012357
200329,6.691925e-06
200330,4.350206e-05
200331,0.5045334
200332,0.036889546
200333,0.056025676
200334,0.011051727
200335,0.99875534
200336,2.3036876e-06
200337,0.0030258708
200338,9.657144e-06
200339,5.0610583e-05
200340,0.002119139
200341,0.5014027
200342,0.00017506687
200343,0.23341343
200344,2.4018767e-05
200345,0.0007326472
200346,0.59040505
200347,1.7222996e-05
200348,0.114939556
200349,0.23341343
200350,0.117711216
200351,0.11620695
200352,0.220365
200353,0.033930186
200354,4.8317115e-06
200355,0.9998324
200356,9.757406e-05
200357,0.77186143
200358,7.2022135e-06
200359,0.3674851
200360,0.00063351204
200361,0.057731934
200362,0.00014686365
200363,0.00031365146
200364,1.4988169e-05
200365,0.1947689
200366,3.524701e-05
200367,0.053508174
200368,0.050007645
200369,0.0126810055
200370,0.0002604319
200371,0.14982261
200372,0.28119892
200373,0.6033634
200374,1.6873924e-05
200375,0.024661243
200376,0.28101367
200377,0.0171
200378,0.004841753
200379,7.604025e-06
200380,9.657144e-06
200381,0.000115157934
200382,0.027497144
200383,5.280559e-05
200384,0.00024964564
200385,0.00030649427
200386,7.2235302e-06
200387,0.0010967295
200388,0.0026136045
200389,0.17148836
200390,0.4976564
200391,6.9922057e-06
