id,y
10001,3.1415
10002,3.1415
10003,3.1415
10004,3.1415
10005,3.1415
10006,3.1415
10007,3.1415
10008,3.1415
10009,3.1415
10010,3.1415
10011,3.1415
10012,3.1415
10013,3.1415
10014,3.1415
10015,3.1415
10016,3.1415
10017,3.1415
10018,3.1415
10019,3.1415
10020,3.1415
10021,3.1415
10022,3.1415
10023,3.1415
10024,3.1415
10025,3.1415
10026,3.1415
10027,3.1415
10028,3.1415
10029,3.1415
10030,3.1415
10031,3.1415
10032,3.1415
10033,3.1415
10034,3.1415
10035,3.1415
10036,3.1415
10037,3.1415
10038,3.1415
10039,3.1415
10040,3.1415
10041,3.1415
10042,3.1415
10043,3.1415
10044,3.1415
10045,3.1415
10046,3.1415
10047,3.1415
10048,3.1415
10049,3.1415
10050,3.1415
10051,3.1415
10052,3.1415
10053,3.1415
10054,3.1415
10055,3.1415
10056,3.1415
10057,3.1415
10058,3.1415
10059,3.1415
10060,3.1415
10061,3.1415
10062,3.1415
10063,3.1415
10064,3.1415
10065,3.1415
10066,3.1415
10067,3.1415
10068,3.1415
10069,3.1415
10070,3.1415
10071,3.1415
10072,3.1415
10073,3.1415
10074,3.1415
10075,3.1415
10076,3.1415
10077,3.1415
10078,3.1415
10079,3.1415
10080,3.1415
10081,3.1415
10082,3.1415
10083,3.1415
10084,3.1415
10085,3.1415
10086,3.1415
10087,3.1415
10088,3.1415
10089,3.1415
10090,3.1415
10091,3.1415
10092,3.1415
10093,3.1415
10094,3.1415
10095,3.1415
10096,3.1415
10097,3.1415
10098,3.1415
10099,3.1415
10100,3.1415
10101,3.1415
10102,3.1415
10103,3.1415
10104,3.1415
10105,3.1415
10106,3.1415
10107,3.1415
10108,3.1415
10109,3.1415
10110,3.1415
10111,3.1415
10112,3.1415
10113,3.1415
10114,3.1415
10115,3.1415
10116,3.1415
10117,3.1415
10118,3.1415
10119,3.1415
10120,3.1415
10121,3.1415
10122,3.1415
10123,3.1415
10124,3.1415
10125,3.1415
10126,3.1415
10127,3.1415
10128,3.1415
10129,3.1415
10130,3.1415
10131,3.1415
10132,3.1415
10133,3.1415
10134,3.1415
10135,3.1415
10136,3.1415
10137,3.1415
10138,3.1415
10139,3.1415
10140,3.1415
10141,3.1415
10142,3.1415
10143,3.1415
10144,3.1415
10145,3.1415
10146,3.1415
10147,3.1415
10148,3.1415
10149,3.1415
10150,3.1415
10151,3.1415
10152,3.1415
10153,3.1415
10154,3.1415
10155,3.1415
10156,3.1415
10157,3.1415
10158,3.1415
10159,3.1415
10160,3.1415
10161,3.1415
10162,3.1415
10163,3.1415
10164,3.1415
10165,3.1415
10166,3.1415
10167,3.1415
10168,3.1415
10169,3.1415
10170,3.1415
10171,3.1415
10172,3.1415
10173,3.1415
10174,3.1415
10175,3.1415
10176,3.1415
10177,3.1415
10178,3.1415
10179,3.1415
10180,3.1415
10181,3.1415
10182,3.1415
10183,3.1415
10184,3.1415
10185,3.1415
10186,3.1415
10187,3.1415
10188,3.1415
10189,3.1415
10190,3.1415
10191,3.1415
10192,3.1415
10193,3.1415
10194,3.1415
10195,3.1415
10196,3.1415
10197,3.1415
10198,3.1415
10199,3.1415
10200,3.1415
10201,3.1415
10202,3.1415
10203,3.1415
10204,3.1415
10205,3.1415
10206,3.1415
10207,3.1415
10208,3.1415
10209,3.1415
10210,3.1415
10211,3.1415
10212,3.1415
10213,3.1415
10214,3.1415
10215,3.1415
10216,3.1415
10217,3.1415
10218,3.1415
10219,3.1415
10220,3.1415
10221,3.1415
10222,3.1415
10223,3.1415
10224,3.1415
10225,3.1415
10226,3.1415
10227,3.1415
10228,3.1415
10229,3.1415
10230,3.1415
10231,3.1415
10232,3.1415
10233,3.1415
10234,3.1415
10235,3.1415
10236,3.1415
10237,3.1415
10238,3.1415
10239,3.1415
10240,3.1415
10241,3.1415
10242,3.1415
10243,3.1415
10244,3.1415
10245,3.1415
10246,3.1415
10247,3.1415
10248,3.1415
10249,3.1415
10250,3.1415
10251,3.1415
10252,3.1415
10253,3.1415
10254,3.1415
10255,3.1415
10256,3.1415
10257,3.1415
10258,3.1415
10259,3.1415
10260,3.1415
10261,3.1415
10262,3.1415
10263,3.1415
10264,3.1415
10265,3.1415
10266,3.1415
10267,3.1415
10268,3.1415
10269,3.1415
10270,3.1415
10271,3.1415
10272,3.1415
10273,3.1415
10274,3.1415
10275,3.1415
10276,3.1415
10277,3.1415
10278,3.1415
10279,3.1415
10280,3.1415
10281,3.1415
10282,3.1415
10283,3.1415
10284,3.1415
10285,3.1415
10286,3.1415
10287,3.1415
10288,3.1415
10289,3.1415
10290,3.1415
10291,3.1415
10292,3.1415
10293,3.1415
10294,3.1415
10295,3.1415
10296,3.1415
10297,3.1415
10298,3.1415
10299,3.1415
10300,3.1415
10301,3.1415
10302,3.1415
10303,3.1415
10304,3.1415
10305,3.1415
10306,3.1415
10307,3.1415
10308,3.1415
10309,3.1415
10310,3.1415
10311,3.1415
10312,3.1415
10313,3.1415
10314,3.1415
10315,3.1415
10316,3.1415
10317,3.1415
10318,3.1415
10319,3.1415
10320,3.1415
10321,3.1415
10322,3.1415
10323,3.1415
10324,3.1415
10325,3.1415
10326,3.1415
10327,3.1415
10328,3.1415
10329,3.1415
10330,3.1415
10331,3.1415
10332,3.1415
10333,3.1415
10334,3.1415
10335,3.1415
10336,3.1415
10337,3.1415
10338,3.1415
10339,3.1415
10340,3.1415
10341,3.1415
10342,3.1415
10343,3.1415
10344,3.1415
10345,3.1415
10346,3.1415
10347,3.1415
10348,3.1415
10349,3.1415
10350,3.1415
10351,3.1415
10352,3.1415
10353,3.1415
10354,3.1415
10355,3.1415
10356,3.1415
10357,3.1415
10358,3.1415
10359,3.1415
10360,3.1415
10361,3.1415
10362,3.1415
10363,3.1415
10364,3.1415
10365,3.1415
10366,3.1415
10367,3.1415
10368,3.1415
10369,3.1415
10370,3.1415
10371,3.1415
10372,3.1415
10373,3.1415
10374,3.1415
10375,3.1415
10376,3.1415
10377,3.1415
10378,3.1415
10379,3.1415
10380,3.1415
10381,3.1415
10382,3.1415
10383,3.1415
10384,3.1415
10385,3.1415
10386,3.1415
10387,3.1415
10388,3.1415
10389,3.1415
10390,3.1415
10391,3.1415
10392,3.1415
10393,3.1415
10394,3.1415
10395,3.1415
10396,3.1415
10397,3.1415
10398,3.1415
10399,3.1415
10400,3.1415
10401,3.1415
10402,3.1415
10403,3.1415
10404,3.1415
10405,3.1415
10406,3.1415
10407,3.1415
10408,3.1415
10409,3.1415
10410,3.1415
10411,3.1415
10412,3.1415
10413,3.1415
10414,3.1415
10415,3.1415
10416,3.1415
10417,3.1415
10418,3.1415
10419,3.1415
10420,3.1415
10421,3.1415
10422,3.1415
10423,3.1415
10424,3.1415
10425,3.1415
10426,3.1415
10427,3.1415
10428,3.1415
10429,3.1415
10430,3.1415
10431,3.1415
10432,3.1415
10433,3.1415
10434,3.1415
10435,3.1415
10436,3.1415
10437,3.1415
10438,3.1415
10439,3.1415
10440,3.1415
10441,3.1415
10442,3.1415
10443,3.1415
10444,3.1415
10445,3.1415
10446,3.1415
10447,3.1415
10448,3.1415
10449,3.1415
10450,3.1415
10451,3.1415
10452,3.1415
10453,3.1415
10454,3.1415
10455,3.1415
10456,3.1415
10457,3.1415
10458,3.1415
10459,3.1415
10460,3.1415
10461,3.1415
10462,3.1415
10463,3.1415
10464,3.1415
10465,3.1415
10466,3.1415
10467,3.1415
10468,3.1415
10469,3.1415
10470,3.1415
10471,3.1415
10472,3.1415
10473,3.1415
10474,3.1415
10475,3.1415
10476,3.1415
10477,3.1415
10478,3.1415
10479,3.1415
10480,3.1415
10481,3.1415
10482,3.1415
10483,3.1415
10484,3.1415
